cycle, observation, reward, action, explored, explore_rate, total reward, average reward
4123, 0, 1, 0, 0, 9.88131e-324, 2687, 0.65171
4124, 0, 1, 0, 0, 9.88131e-324, 2688, 0.651794
4125, 0, 1, 0, 0, 9.88131e-324, 2689, 0.651879
4126, 0, 1, 1, 0, 9.88131e-324, 2690, 0.651963
4127, 0, 0, 0, 0, 9.88131e-324, 2690, 0.651805
4128, 0, 1, 0, 0, 9.88131e-324, 2691, 0.65189
4129, 0, 1, 0, 0, 9.88131e-324, 2692, 0.651974
4130, 0, 1, 0, 0, 9.88131e-324, 2693, 0.652058
4131, 0, 1, 0, 0, 9.88131e-324, 2694, 0.652142
4132, 0, 1, 0, 0, 9.88131e-324, 2695, 0.652227
